languageCode,glottocode,family_name,classification
izm,kiza1239,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Kainji/Central Kainji/Basa-Eastern Kainji/Eastern Kainji/Jos/Kauru/Kizamani
kla,klam1254,Isolate,Klamath-Modoc
klu,klao1243,Kru,Kru/Greater Western Kru/Western Kru/Wee-Bassa-Klao/Bassa-Klao/Klao-Tajuasohn/Klao
kqt,klia1235,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Dusunic/Dusunic/Klias River Kadazan
tlh,klin1234,Artificial Language,Artificial Language/Klingon
kib,koal1240,Heibanic,Heibanic/West-Central Heibanic/Central Heibanic/Koalib-Rere
cku,koas1236,Muskogean,Muskogean/Alabaman-Koasati/Koasati
kpd,koba1240,Austronesian,Austronesian/Malayo-Polynesian/Aru/Central Aru/Dobel-Koba/Koba
kcj,kobi1241,Atlantic-Congo,Atlantic-Congo/North-Central Atlantic/Wolof-BKK/Nyun/Buy/Kobiana
kgu,kobo1248,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Croisilles/Omosan/Kobol
kpw,kobo1249,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Kalamic-South Adelbert/Kalam-Kobon/Kobon
thq,koch1247,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Bihari/Tharuic/Eastern Tharu/Kochila Tharu
kdq,koch1250,Sino-Tibetan,Sino-Tibetan/Brahmaputran/Bodo-Garo/Kochic/Koch
dhw,koch1253,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Bihari/Unclassified Bihari/Kuswaric/Kochariya-East Danuwar
cdz,koda1236,Austroasiatic,Austroasiatic/Mundaic/North Munda/Kherwarian/Mundaric/Koda
ksz,koda1254,Austroasiatic,Austroasiatic/Mundaic/North Munda/Kherwarian/Mundaric/Kodaku-Korwa/Kodaku
kfa,koda1255,Dravidian,Dravidian/South Dravidian/South Dravidian I/Tamil-Kannada/Tamil-Kota/Tamil-Toda/Tamil-Irula/Tamil-Kodagu/Kodava
vko,kode1237,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Eastern Celebic/Southeastern Celebic/Bungku-Tolaki/Western Bungku-Tolaki/West Coast Bungku-Tolaki/Kodeoha
kwp,kodi1246,Kru,Kru/Eastern Kru/Unclassified Eastern Kru/Kodia
kod,kodi1247,Austronesian,Austronesian/Malayo-Polynesian/Bima-Lembata/Sumba-Hawu/Sumba/Kodi-Gaura/Kodi
kcs,koen1239,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic A/West Chadic A.2-3/West Chadic A.3/Goemaic/Talic/Piapung-Koenoem/Koenoem
kso,kofa1236,Bookkeeping,Bookkeeping/Kofa
kpi,kofe1239,Geelvink Bay,Geelvink Bay/Barapasi-Sauri-Kofei/Sauri-Kofei/Kofei
kwl,kofy1242,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic A/West Chadic A.2-3/West Chadic A.3/Kofyar-Mushere-Chip/Kofyaric/Pan
zkg,kogu1234,Unclassifiable,Unclassifiable/Koguryo
plk,kohi1248,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Eastern Dardic/Nuclear Eastern Dardic/Shinaic/Kohistanic Shina/Kohistani Shina
kkx,kohi1250,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/North West Greater Barito/Kohin
kpm,koho1244,Austroasiatic,Austroasiatic/Bahnaric/West Bahnaric/South Bahnaric/Koho-Maa/Koho
kob,koho1245,Bookkeeping,Bookkeeping/Kohoroxitari
bcs,kohu1244,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Delta Cross/Upper Cross/Central Upper Cross/North-South Central Delta Cross/Ubaghara-Kohumono/Kohumonoic/Kohumono
kkt,koii1238,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Thulung-Tilung-Koyi/Koi
nkd,koir1240,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Northwestern Kuki-Chin/Kolhrengic/Nuclear Kolhrengic/Koireng
kqi,koit1244,Koiarian,Koiarian/Koiaric/Koita-Koiari/Koitabu
kxt,koiw1243,Ndu,Ndu/Nuclear Ndu/Sawosic/Koiwat
ktd,koka1244,Pama-Nyungan,Pama-Nyungan/Desert Nyungic/Wati/Unclassified Wati/Kokata
nxk,koka1245,Bookkeeping,Bookkeeping/Pending Report Release/Kokak Naga
trp,kokb1239,Sino-Tibetan,Sino-Tibetan/Brahmaputran/Bodo-Garo/Boroic/Dimasa-Kokborok/Tipperic/Kok Borok
kou,koke1240,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Bua-Kim-Day/Adamawa Bua/Inland Bua/Bolgo-Koke/Koke
gko,kokn1236,Pama-Nyungan,Pama-Nyungan/Paman/Norman Pama/Kok-Nar
xod,koko1265,South Bird's Head,South Bird's Head/Nuclear South Bird's Head/Kaburic/East South Bird's Head/Kokoda
kzn,koko1267,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/North Mozambique Bantu/Chuwaboic/Lolo-Kokola/Kokola
kkk,koko1269,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Northwest Solomonic/Santa Isabel/Central Santa Isabel/Kokota
okg,koko1273,Bookkeeping,Bookkeeping/Koko Babangk
kvv,kola1285,Austronesian,Austronesian/Malayo-Polynesian/Aru/Ujir-Kola-Kompane/Kola-Kompane/Kola
klc,kolb1240,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Samba-Duru/Southern Samba-Duru/Sambaic/Kolbila
ekl,kolb1241,Austroasiatic,Austroasiatic/Mundaic/North Munda/Kherwarian/Santalic/Kol (Bangladesh)
biw,kolc1235,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Bantu A-B10-B20-B30/Makaa-Kako (A.80-90)/Makaa-Njem (A.80)/Western A80/Makaaic/Southern Makaaic/Kol (Cameroon)
skn,koli1253,Austronesian,Austronesian/Malayo-Polynesian/Greater Central Philippine/Subanen/Western Subanen/Kolibugan Subanon
klm,kolo1267,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Kabenau/Kolom
kol,kolp1236,Isolate,Kol (Papua New Guinea)
ksh,kols1241,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/High German/Middle German/West Middle German/Middle Franconian/Ripuarian/Kölsch
klx,kolu1245,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Bwaidoga linkage/Koluwawa
dkl,kolu1247,Bookkeeping,Bookkeeping/Kolum So Dogon
kmy,koma1266,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Samba-Duru/Northern Samba-Duru/Vere-Gimme/Vere/Koma Ndera
xbi,komb1272,Nuclear Torricelli,Nuclear Torricelli/Kombio-Arapesh-Urat/Kombio-Yambes/Kombioic/Kombio
kpf,komb1273,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Huon/Western Huon/Cromwell/Kabwum/Selepet-Komba/Komba
tyn,komb1274,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Asmat-Awyu-Ok/Awyu-Ok/Greater Awyu/Awyu-Dumut/Ndeiram/Kombai
bkm,komc1235,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Wide Grassfields/Narrow Grassfields/Ring/Center-West Ring/Center Ring/Komic/Kom (Cameroon)
kge,kome1238,Austronesian,Austronesian/Malayo-Polynesian/Lampungic/Pesisir/Komering
kpv,komi1268,Uralic,Uralic/Permian/Komi/Komi-Zyrian
koi,komi1269,Uralic,Uralic/Permian/Komi/Komi-Permyak
kmm,komi1270,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Northwestern Kuki-Chin/Kolhrengic/Nuclear Kolhrengic/Kom (India)
xoi,komi1271,Ramu,Ramu/Goam/Tamolan/Unclassified Tamolan/Kominimung
xom,komo1258,Koman,Koman/Central Koman/Komo-Uduk/Komo (Sudan-Ethiopia)
kmw,komo1260,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/North Zaire River/Rivers Bantu/Ngiri/Ngiri Terrien/Ngombe-Ababuan/Ababuan/Old Bomokandian/Komoic/Bilaic/Komo (Democratic Republic of Congo)
kvh,komo1261,Austronesian,Austronesian/Malayo-Polynesian/Bima-Lembata/Flores/West-Central Flores/Manggaraiic/Komodo
kvp,komp1237,Austronesian,Austronesian/Malayo-Polynesian/Aru/Ujir-Kola-Kompane/Kola-Kompane/Kompane
kzv,komy1238,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Asmat-Awyu-Ok/Awyu-Ok/Greater Awyu/Becking-Dawi/Tsakwambo-Komyandaret/Komyandaret
kxw,kona1242,East Strickland,East Strickland/Konai
kfc,kond1295,Dravidian,Dravidian/South Dravidian/South Dravidian II/Konda-Kui/Konda-Dora
knd,kond1303,Konda-Yahadian,Konda-Yahadian/Yaben (Konda)
kdw,kone1241,Mombum-Koneraw,Mombum-Koneraw/Koneraw
knn,konk1267,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Indo-Aryan Southern zone/Marathic/Marathi-Konkani/Old-Modern Marathi/Modern Marathi/Western Marathi/Konkan Marathi
kkn,konk1268,Bookkeeping,Bookkeeping/Kon Keu
xon,konk1269,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Northern Central Gur/Bwamu-Oti-Volta/Oti-Volta/Nuclear Oti-Volta/Gurma-Yom-Oti-Volta Occidental/Gurma-Yom-Naudem/Gurma/Gurma B/Konkomba-Gangam/Konkomba
kma,konn1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Northern Central Gur/Bwamu-Oti-Volta/Oti-Volta/Buli-Koma/Konni
klk,kono1264,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Kainji/Central Kainji/Basa-Eastern Kainji/Eastern Kainji/Jos/Kauru/Kono (Nigeria)
kcz,kono1265,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Sukuma-Nyamwezi (F.20)/Nyamwezic/Konongo-Ruwila
knu,kono1267,Mande,Mande/Western Mande/Manding-Kpelle/Southwest Mande/Kpelle/Kono (Guinea)
kno,kono1268,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Vai-Kono/Kono (Sierra Leone)
koa,kono1269,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Konomala
kxc,kons1243,Afro-Asiatic,Afro-Asiatic/Cushitic/East Cushitic/Lowland East Cushitic/Southern Lowland East Cushitic/Mainstream Lowland East Cushitic/Oromoid/Konsoid/Konso
nbe,kony1248,Sino-Tibetan,Sino-Tibetan/Brahmaputran/Patkaian/South Patkaian/Southwestern Patkaian/Chang-Phom-Konyak/Konyak-Phom/Konyak Naga
mku,kony1250,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Manding-Mokole/Manding/East Manding/Manenkan/Konya-Manya/Konyanka Maninka
koo,konz1239,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Great Lakes Bantu/Western Lakes Bantu/Rwenzori/Konzo
kng,koon1244,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/West-Coastal Bantu/Nzadic/Lweric/Dingic/Loange-Atlantic/KLC Extended/Kikongo Language Cluster/Nuclear KLC/Kikongoic/Kambakunyic Kikongo/Kilaadic Kikongo/Central-Southern Kikongo/Southeastern Kikongo/Southern Kikongo/Koongo-Kituba/South-Central Koongo
ozm,koon1245,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Bantu A-B10-B20-B30/Makaa-Kako (A.80-90)/Makaa-Njem (A.80)/Mpoic/Njemic/Koonzime
fuj,kooo1244,Heibanic,Heibanic/Eastern Heibanic/Ko
kqy,koor1239,Ta-Ne-Omotic,Ta-Ne-Omotic/Ometo/East Ometo/Koorete
xop,kopa1248,Lower Sepik,Lower Sepik/Nor/Kopar
opk,kopk1238,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Asmat-Awyu-Ok/Awyu-Ok/Ok-Oksapmin/Ok/Kwer-Kopkaka-Burumakok/Kopkaka
kcy,kora1291,Songhay,Songhay/Northwest Songhay/Northern Songhay/Korandje
kqz,kora1292,Khoe-Kwadi,Khoe-Kwadi/Khoe/Khoekhoe/South Khoekhoe/Korana
kpr,kora1294,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Greater Binanderean/Binanderean/Nuclear Binanderean/South Binanderean/Coastal Binanderean/Gaena-Korafe/Korafe-Yegha
koz,kora1296,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Croisilles/Greater Northern Adelbert/Kowan/Korak
kvk,kore1273,Sign Language,Sign Language/L1 Sign Language/JSLic/Korean Sign Language
okh,kore1279,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Iranian/Central Iranian PBS/Central Iranian PB/Northwestern Iranian/Adharic/Tatic/Central Tatic/Khalkhalic/Karanic
kor,kore1280,Koreanic,Koreanic/Korean
coe,kore1283,Tucanoan,Tucanoan/Western Tucanoan/Koreguaje-Tama/Koreguaje
kfq,kork1243,Austroasiatic,Austroasiatic/Mundaic/North Munda/Korku
vkp,korl1238,Indo-European,Indo-European/Classical Indo-European/Italic/Latino-Faliscan/Latinic/Imperial Latin/Romance/Italo-Western Romance/Western Romance/Shifted Western Romance/Southwestern Shifted Romance/West Ibero-Romance/Galician Romance/Macro-Portuguese/Indo-Portuguesic/Northern Indo-Portuguesic/Korlai Portuguese
ktl,koro1296,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Iranian/Central Iranian PBS/Central Iranian PB/Northwestern Iranian/Balochic/Southern-Western Balochi/Southern Balochi-Koroshi/Koroshi
kfz,koro1298,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Northern Central Gur/Koromfé
krp,koro1304,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Delta Cross/Upper Cross/Kiong-Korop/Korop
kfo,koro1306,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Manding-Mokole/Manding/East Manding/Maninka-Mori/Koro-Koyaga/Koro (Côte d'Ivoire)
krf,koro1308,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Torres-Banks linkage/Koto-Olrat-Lakon/Koro-Olrat
bpr,koro1310,Austronesian,Austronesian/Malayo-Polynesian/Bilic/Tboli-Blaan/Blaan/Koronadal Blaan
xkq,koro1311,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Eastern Celebic/Southeastern Celebic/Bungku-Tolaki/Eastern Bungku-Tolaki/East Coast Bungku-Tolaki/Koroni
khe,koro1312,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Asmat-Awyu-Ok/Awyu-Ok/Greater Awyu/Becking-Dawi/Korowai
kqj,koro1313,South Bougainville,South Bougainville/Nasioiic/Nasioi/South-Central Nasioi/South Nasioi/Koromira
jkr,koro1316,Sino-Tibetan,Sino-Tibetan/Macro-Tani/Koro-Holon/Koro
vkn,koro1323,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Benue-Congo Plateau/West-Central Benue-Congo Plateau/Unclassified Western Benue-Congo Plateau/Koro Nulu
vkz,koro1324,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Ebira-Nupoid/Macro-Nupoid/Nupoid/Koro Zuba
kfd,korr1238,Dravidian,Dravidian/South Dravidian/South Dravidian I/South-Western Dravidian/Koraga/Korra Koraga
kpq,koru1245,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Mek/Western Mek/Korupun-Sela
xor,koru1247,Pano-Tacanan,Pano-Tacanan/Panoan/Mayoruna Branch/Mayo Group/Matses subgroup/Korubo
kfp,korw1242,Austroasiatic,Austroasiatic/Mundaic/North Munda/Kherwarian/Mundaric/Kodaku-Korwa/Korwa
kpy,kory1246,Chukotko-Kamchatkan,Chukotko-Kamchatkan/Chukotian/R-Koryakic/J-Koryakic/Koryak
kkl,kosa1249,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Mek/Western Mek/Northwestern Mek/Kosarek Yale
kiq,kosa1251,Kaure-Kosare,Kaure-Kosare/Kosadle
kze,kose1239,Bookkeeping,Bookkeeping/Kosena
kid,kosh1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Yemne-Kimbi/Koshin-Bukwen/Koshin
kos,kosr1238,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Micronesian/Kosraean-Nauruan/Kosraean
kfe,kota1263,Dravidian,Dravidian/South Dravidian/South Dravidian I/Tamil-Kannada/Tamil-Kota/Kota (India)
kqk,kota1272,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Gbe/Eastern Gbe/Western Phla-Phera/Kotafon Gbe
koq,kota1274,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Bantu A-B10-B20-B30/Bantu B20A/Kotaic/Kota-Mahongwe/Kota (Gabon)
mqg,kota1275,Austronesian,Austronesian/Malayo-Polynesian/Malayo-Chamic/Malayic/Nuclear Malayic/East Borneo Malay/Kota Bangun Kutai Malay
grm,kota1279,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Dusunic/Dusunic/Kota Marudu Talantang
avk,kota1280,Artificial Language,Artificial Language/Kotava
eko,koti1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/North Mozambique Bantu/Koti-Nathembo/Koti
zko,kott1239,Yeniseian,Yeniseian/Kott-Assan
kyf,kouy1238,Kru,Kru/Eastern Kru/Beteic/Eastern Bete/Kouya
kqb,kova1243,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Huon/Eastern Huon/Trans Vitiaz/Kovai
kvc,kove1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Ngero-Vitiaz linkage/Ngero/Eastern Ngero/Kaliai-Kove/Kove
xow,kowa1245,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Croisilles/Greater Northern Adelbert/Northern Adelbert/Kumil-Tibor/Tibor/Nuclear Tibor/Kowaki
kwh,kowi1239,Austronesian,Austronesian/Malayo-Polynesian/Greater Seram Laut/Banda-Geser/Seran Laut/Koiwai-Irarutu/Kowiai
kff,koya1251,Dravidian,Dravidian/South Dravidian/South Dravidian II/Gondi/Southeast Gondi/South Bastar Gondi-Koya/Koya
kga,koya1253,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Manding-Mokole/Manding/East Manding/Maninka-Mori/Koro-Koyaga/Koyaga
koh,koyo1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/North Zaire River/Rivers Bantu/Mboshi (C.20)/Koyo-Mboshi/Koyo
khq,koyr1240,Songhay,Songhay/Northwest Songhay/Koyra Chiini Songhay
ses,koyr1242,Songhay,Songhay/Eastern Songhay/Koyraboro Senni Songhai
kqd,koys1242,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Northwest Semitic/Aramaic/Imperial-Middle-Modern Aramaic/Middle-Modern Aramaic/Eastern Aramaic/Central Eastern Aramaic/North-Eastern Neo-Aramaic/Trans-Zab/Western Trans-Zab/Koy Sanjaq Jewish Neo-Aramaic
koy,koyu1237,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit/Athabaskan-Eyak/Athabaskan/Central Alaska-Yukon Athabaskan/Koyukonic/Koyukon
kuw,kpag1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Ubangi/Ubangi Ka/Bandaic/Nuclear Bandaic/Central Bandaic/Core Central Bandaic/Ngundu-Kpagua/Kpagua
kpl,kpal1241,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Ubangi/Ubangi Ka/Mundu-Baka/Western Mundu-Baka/River Western Mundu-Baka/Monzomboic/Kpala-Bakpa/Kpala
kpk,kpan1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Jukunoid/Central Jukunoid/Kpan-Icen/Kpan
pbn,kpas1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Mumuye-Yandang/Yandangic/Bali-Kpasam/Kpasam
kym,kpat1244,Bookkeeping,Bookkeeping/Kpatili
koc,kpat1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Wide Grassfields/Narrow Grassfields/Mbam-Nkam/Southern Mbam-Nkam/Ngembaic/Unclassified Ngembaic/Kpati
cpo,kpee1234,Mande,Mande/Western Mande/Northwestern Mande/Duun-Bobo/Duun-Jo/Duun-Seenku/Duun/Samogogouanic/Kpeego
kef,kpes1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Gbe/Western Gbe/Kpesi-Waci/Kpessi
kph,kpla1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Guang/North Guang/Oti North Guang/River Oti North Guang/Kplang
kye,krac1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Guang/North Guang/Oti North Guang/River Oti North Guang/Krache
rka,krao1238,Austroasiatic,Austroasiatic/Bahnaric/West Bahnaric/South Bahnaric/Mnong-Stieng-Chrau/Mnong/Southern-Central Mnong/Kraol
kqq,kren1239,Nuclear-Macro-Je,Nuclear-Macro-Je/Maxakali-Borum/Borum
xre,krey1238,Nuclear-Macro-Je,Nuclear-Macro-Je/Je/Cerrado/Goyaz/Northern Je/Eastern Timbira/Northeastern Timbira
rop,krio1252,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Pacific Creole English/Kriol
kri,krio1253,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Macro-English/Guinea Coast Creole English/West African Creole English/Krio
ksi,kris1246,Sko,Sko/I'saka
kxb,krob1245,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Krobu
kgo,kron1241,Kadugli-Krongo,Kadugli-Krongo/Central-Western Kadugli-Krongo/Krongo-Tumtum/Krongo
jct,krym1236,Turkic,Turkic/Common Turkic/Kipchak-Turkestan/Kipchak/Northwest Kipchak/West Kipchak/Crimean Tatar-Urum/Crimeaic/Krymchak
kry,kryt1240,Nakh-Daghestanian,Nakh-Daghestanian/Daghestanian/Lezgic/Samur/Southern Samur/Kryz
tyu,kuaa1238,Khoe-Kwadi,Khoe-Kwadi/Khoe/Non-Khoekhoe/Ost-Kxoe/Tshwa Khoe/Southern Tshwa
yku,kuam1234,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Lisoid/Nuclear Lisoid/Lisu-Laluba-Lavu/Laluba-Lavu/Kuansi-Kuamasi-Sonaga/Kuansi-Kuamasi/Kuamasi
uan,kuan1246,Tai-Kadai,Tai-Kadai/Kam-Tai/Daic-Beic/Daic/Central-Southwestern Tai/Wenma-Southwestern Tai/Sapa-Southwestern Tai/Southwestern Tai/Southwestern Tai P/Kuan
kua,kuan1247,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/Njila/Southern Njila/Kunene/Cimbebasia/Ndonga (R.20)/Kuanyama
ksd,kuan1248,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Patpatar-Minigir-Tolai/Minigir-Tolai/Kuanua
ykn,kuan1249,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Lisoid/Nuclear Lisoid/Lisu-Laluba-Lavu/Laluba-Lavu/Kuansi-Kuamasi-Sonaga/Kuansi-Kuamasi/Kua-nsi
xnh,kuan1250,Bookkeeping,Bookkeeping/Kuanhua
ugh,kuba1248,Nakh-Daghestanian,Nakh-Daghestanian/Daghestanian/Dargwic/Kubachi
kgf,kube1244,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Huon/Western Huon/Rawlinson/Pindiu/Kulungtfu-Yuanggeng-Tobo
kof,kubi1239,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic A/West Chadic A.2-3/West Chadic A.2/Boleic/Nuclear Boleic/Gera-Geruma-Kubi-Deno/Kubi-Deno/Kubi
jko,kubo1242,East Strickland,East Strickland/Kubo-Samo-Bibo/Kubo
kvb,kubu1239,Austronesian,Austronesian/Malayo-Polynesian/Malayo-Chamic/Malayic/Nuclear Malayic/Central Sumatran Malay/Kubu
lkc,kuco1235,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Lahoid/Kucong
kfg,kudi1237,Dravidian,Dravidian/South Dravidian/South Dravidian I/South-Western Dravidian/Tuluic/Kudiya
kyw,kudm1238,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Bihari/Magadhan/Sadanic/Kudmali
